balls_faced,total_runs,total_extras_seen,avg_runs_per_ball,boundary_rate,dot_ball_rate,label
2,4,0,2.0,0.5,0.5,1
7,11,1,1.5714285714285714,0.2857142857142857,0.5714285714285714,1
4,13,0,3.25,0.75,0.0,1
4,1,0,0.25,0.0,0.75,0
10,4,1,0.4,0.0,0.6,0
3,0,0,0.0,0.0,1.0,0
13,12,0,0.9230769230769232,0.1538461538461538,0.6923076923076923,1
10,10,0,1.0,0.1,0.6,1
3,2,1,0.6666666666666666,0.0,0.3333333333333333,0
3,11,0,3.6666666666666665,0.6666666666666666,0.0,1
4,2,1,0.5,0.0,0.75,0
1,0,0,0.0,0.0,1.0,0
11,7,1,0.6363636363636364,0.0909090909090909,0.7272727272727273,0
28,37,0,1.3214285714285714,0.1071428571428571,0.25,1
3,2,0,0.6666666666666666,0.0,0.6666666666666666,0
1,0,0,0.0,0.0,1.0,0
8,3,1,0.375,0.0,0.75,0
1,1,0,1.0,0.0,0.0,1
60,73,3,1.2166666666666666,0.1833333333333333,0.4166666666666667,1
9,2,0,0.2222222222222222,0.0,0.7777777777777778,0
3,2,0,0.6666666666666666,0.0,0.3333333333333333,0
2,6,0,3.0,0.5,0.0,1
34,32,4,0.9411764705882352,0.0588235294117647,0.3235294117647059,1
1,1,0,1.0,0.0,0.0,1
2,0,0,0.0,0.0,1.0,0
12,8,0,0.6666666666666666,0.0833333333333333,0.5833333333333334,0
8,2,0,0.25,0.0,0.75,0
7,2,0,0.2857142857142857,0.0,0.8571428571428571,0
16,23,1,1.4375,0.25,0.5,1
13,35,0,2.6923076923076925,0.3846153846153846,0.0769230769230769,1
11,8,2,0.7272727272727273,0.0,0.4545454545454545,0
27,38,1,1.4074074074074074,0.2222222222222222,0.2962962962962963,1
35,55,0,1.5714285714285714,0.2285714285714285,0.3142857142857143,1
36,24,0,0.6666666666666666,0.0555555555555555,0.6388888888888888,0
21,15,1,0.7142857142857143,0.0,0.4285714285714285,0
10,9,0,0.9,0.1,0.5,1
21,23,1,1.0952380952380951,0.0952380952380952,0.2857142857142857,1
34,37,4,1.088235294117647,0.1176470588235294,0.5,1
3,5,0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1
9,4,0,0.4444444444444444,0.0,0.7777777777777778,0
37,27,3,0.7297297297297297,0.027027027027027,0.5405405405405406,0
2,0,0,0.0,0.0,1.0,0
5,8,0,1.6,0.2,0.4,1
21,26,0,1.238095238095238,0.1904761904761904,0.5238095238095238,1
47,114,1,2.425531914893617,0.425531914893617,0.3191489361702128,1
5,3,0,0.6,0.0,0.4,0
7,8,1,1.1428571428571428,0.1428571428571428,0.2857142857142857,1
4,2,0,0.5,0.0,0.5,0
26,41,1,1.5769230769230769,0.1153846153846153,0.1153846153846153,1
17,12,1,0.7058823529411765,0.0,0.4117647058823529,0
11,22,0,2.0,0.2727272727272727,0.3636363636363636,1
6,3,1,0.5,0.0,0.5,0
4,5,0,1.25,0.0,0.5,1
12,2,0,0.1666666666666666,0.0,0.8333333333333334,0
4,2,0,0.5,0.0,0.5,0
2,2,0,1.0,0.0,0.0,1
32,26,6,0.8125,0.03125,0.4375,1
13,3,0,0.2307692307692307,0.0,0.7692307692307693,0
19,31,2,1.631578947368421,0.2631578947368421,0.4736842105263157,1
62,98,4,1.5806451612903225,0.1935483870967742,0.3225806451612903,1
1,0,0,0.0,0.0,1.0,0
7,7,0,1.0,0.1428571428571428,0.5714285714285714,1
52,57,3,1.0961538461538465,0.1153846153846153,0.3846153846153846,1
11,18,1,1.6363636363636365,0.1818181818181818,0.2727272727272727,1
13,18,0,1.3846153846153846,0.3076923076923077,0.5384615384615384,1
12,2,1,0.1666666666666666,0.0,0.8333333333333334,0
16,18,3,1.125,0.125,0.3125,1
12,9,0,0.75,0.0,0.25,0
28,41,1,1.4642857142857142,0.2857142857142857,0.5357142857142857,1
2,0,0,0.0,0.0,1.0,0
1,0,0,0.0,0.0,1.0,0
10,11,3,1.1,0.2,0.7,1
4,0,0,0.0,0.0,1.0,0
4,2,0,0.5,0.0,0.5,0
1,0,0,0.0,0.0,1.0,0
23,29,1,1.2608695652173914,0.1739130434782608,0.391304347826087,1
60,67,2,1.1166666666666667,0.1666666666666666,0.4666666666666667,1
2,1,0,0.5,0.0,0.5,0
3,0,0,0.0,0.0,1.0,0
18,27,1,1.5,0.3333333333333333,0.5,1
14,7,1,0.5,0.0,0.5,0
17,17,2,1.0,0.1764705882352941,0.5294117647058824,1
39,44,3,1.1282051282051282,0.1282051282051282,0.3076923076923077,1
4,6,0,1.5,0.25,0.25,1
17,18,3,1.0588235294117647,0.1764705882352941,0.5294117647058824,1
22,8,2,0.3636363636363636,0.0,0.6818181818181818,0
8,9,0,1.125,0.125,0.25,1
9,6,0,0.6666666666666666,0.1111111111111111,0.6666666666666666,0
62,91,2,1.467741935483871,0.2258064516129032,0.4032258064516129,1
4,0,0,0.0,0.0,1.0,0
1,2,0,2.0,0.0,0.0,1
5,8,0,1.6,0.4,0.6,1
3,1,0,0.3333333333333333,0.0,0.6666666666666666,0
4,4,1,1.0,0.0,0.5,1
56,53,5,0.9464285714285714,0.125,0.4642857142857143,1
27,20,2,0.7407407407407407,0.037037037037037,0.4444444444444444,0
7,2,0,0.2857142857142857,0.0,0.8571428571428571,0
7,12,0,1.7142857142857142,0.2857142857142857,0.2857142857142857,1
21,16,1,0.7619047619047619,0.0952380952380952,0.5714285714285714,0
15,1,3,0.0666666666666666,0.0,0.9333333333333332,0
26,32,0,1.2307692307692308,0.1923076923076923,0.5,1
6,4,2,0.6666666666666666,0.0,0.6666666666666666,0
3,2,0,0.6666666666666666,0.0,0.3333333333333333,0
1,0,0,0.0,0.0,1.0,0
1,0,0,0.0,0.0,1.0,0
23,14,4,0.6086956521739131,0.0,0.5652173913043478,0
13,6,1,0.4615384615384615,0.0769230769230769,0.7692307692307693,0
11,12,1,1.0909090909090908,0.0909090909090909,0.5454545454545454,1
9,4,0,0.4444444444444444,0.0,0.6666666666666666,0
41,63,0,1.5365853658536586,0.1463414634146341,0.2195121951219512,1
23,11,0,0.4782608695652174,0.0,0.5652173913043478,0
8,6,1,0.75,0.125,0.625,0
9,6,0,0.6666666666666666,0.0,0.3333333333333333,0
14,20,1,1.4285714285714286,0.1428571428571428,0.2142857142857142,1
29,46,3,1.5862068965517242,0.2413793103448276,0.4827586206896552,1
35,18,7,0.5142857142857142,0.0571428571428571,0.6857142857142857,0
4,2,0,0.5,0.0,0.5,0
2,1,0,0.5,0.0,0.5,0
6,8,1,1.3333333333333333,0.3333333333333333,0.6666666666666666,1
26,21,3,0.8076923076923077,0.0384615384615384,0.4230769230769231,0
3,0,0,0.0,0.0,1.0,0
91,107,2,1.175824175824176,0.1648351648351648,0.4835164835164835,1
4,2,0,0.5,0.0,0.5,0
10,7,1,0.7,0.1,0.6,0
1,0,0,0.0,0.0,1.0,0
47,34,5,0.723404255319149,0.0212765957446808,0.5106382978723404,0
56,60,9,1.0714285714285714,0.0892857142857142,0.375,1
17,8,0,0.4705882352941176,0.0,0.5882352941176471,0
39,19,11,0.4871794871794871,0.0,0.5641025641025641,0
29,37,1,1.2758620689655171,0.1724137931034483,0.3793103448275862,1
1,1,0,1.0,0.0,0.0,1
36,28,6,0.7777777777777778,0.1111111111111111,0.6111111111111112,0
5,1,0,0.2,0.0,0.8,0
23,47,1,2.0434782608695654,0.391304347826087,0.1739130434782608,1
32,27,1,0.84375,0.0625,0.34375,1
3,1,0,0.3333333333333333,0.0,0.6666666666666666,0
17,7,4,0.4117647058823529,0.0,0.7058823529411765,0
56,68,3,1.2142857142857142,0.1428571428571428,0.3928571428571428,1
14,7,0,0.5,0.0,0.5714285714285714,0
4,1,1,0.25,0.0,0.75,0
9,2,3,0.2222222222222222,0.0,0.7777777777777778,0
3,4,0,1.3333333333333333,0.0,0.3333333333333333,1
8,6,0,0.75,0.125,0.75,0
2,1,0,0.5,0.0,0.5,0
4,0,0,0.0,0.0,1.0,0
3,7,0,2.3333333333333335,0.0,0.3333333333333333,1
21,21,1,1.0,0.1904761904761904,0.5714285714285714,1
16,7,0,0.4375,0.0,0.625,0
7,0,0,0.0,0.0,1.0,0
14,27,0,1.9285714285714288,0.3571428571428571,0.5714285714285714,1
16,13,0,0.8125,0.0625,0.625,1
20,15,3,0.75,0.0,0.35,0
31,38,3,1.2258064516129032,0.1612903225806451,0.4193548387096774,1
6,3,0,0.5,0.0,0.5,0
12,21,0,1.75,0.25,0.3333333333333333,1
16,17,0,1.0625,0.125,0.5,1
13,18,1,1.3846153846153846,0.2307692307692307,0.3076923076923077,1
20,13,3,0.65,0.05,0.6,0
5,4,0,0.8,0.2,0.8,0
5,5,0,1.0,0.2,0.6,1
10,9,0,0.9,0.1,0.6,1
17,16,6,0.9411764705882352,0.1176470588235294,0.5882352941176471,1
33,19,1,0.5757575757575758,0.0303030303030303,0.5757575757575758,0
20,18,0,0.9,0.05,0.3,1
7,5,0,0.7142857142857143,0.0,0.4285714285714285,0
25,40,5,1.6,0.2,0.4,1
4,0,0,0.0,0.0,1.0,0
7,17,0,2.4285714285714284,0.2857142857142857,0.0,1
5,6,0,1.2,0.2,0.8,1
15,19,1,1.2666666666666666,0.1333333333333333,0.3333333333333333,1
5,1,0,0.2,0.0,0.8,0
39,64,1,1.641025641025641,0.2564102564102564,0.3846153846153846,1
13,17,1,1.3076923076923077,0.2307692307692307,0.3846153846153846,1
19,9,0,0.4736842105263157,0.0,0.631578947368421,0
5,3,0,0.6,0.0,0.6,0
3,5,0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1
29,50,0,1.7241379310344829,0.2068965517241379,0.2068965517241379,1
17,28,0,1.6470588235294117,0.2352941176470588,0.1764705882352941,1
1,1,0,1.0,0.0,0.0,1
48,25,3,0.5208333333333334,0.0208333333333333,0.6666666666666666,0
3,1,0,0.3333333333333333,0.0,0.6666666666666666,0
24,28,4,1.1666666666666667,0.0833333333333333,0.2083333333333333,1
5,2,0,0.4,0.0,0.6,0
3,3,0,1.0,0.0,0.0,1
13,16,1,1.2307692307692308,0.1538461538461538,0.3846153846153846,1
18,18,0,1.0,0.0555555555555555,0.3333333333333333,1
36,21,2,0.5833333333333334,0.0,0.6111111111111112,0
19,14,2,0.7368421052631579,0.1052631578947368,0.6842105263157895,0
13,6,10,0.4615384615384615,0.0769230769230769,0.7692307692307693,0
4,4,0,1.0,0.0,0.25,1
13,14,2,1.0769230769230769,0.0,0.2307692307692307,1
30,40,0,1.3333333333333333,0.1,0.2,1
4,0,1,0.0,0.0,1.0,0
17,33,0,1.9411764705882353,0.2352941176470588,0.1176470588235294,1
3,3,0,1.0,0.0,0.3333333333333333,1
34,37,5,1.088235294117647,0.1176470588235294,0.4117647058823529,1
5,1,0,0.2,0.0,0.8,0
21,20,0,0.9523809523809524,0.1428571428571428,0.5238095238095238,1
3,0,1,0.0,0.0,1.0,0
9,18,0,2.0,0.3333333333333333,0.1111111111111111,1
3,0,0,0.0,0.0,1.0,0
4,2,1,0.5,0.0,0.5,0
10,14,1,1.4,0.2,0.5,1
9,5,0,0.5555555555555556,0.0,0.5555555555555556,0
28,33,2,1.1785714285714286,0.1785714285714285,0.4285714285714285,1
1,0,0,0.0,0.0,1.0,0
31,45,7,1.4516129032258065,0.2258064516129032,0.4516129032258064,1
5,0,0,0.0,0.0,1.0,0
11,13,2,1.181818181818182,0.2727272727272727,0.6363636363636364,1
1,0,0,0.0,0.0,1.0,0
9,7,1,0.7777777777777778,0.1111111111111111,0.6666666666666666,0
22,13,0,0.5909090909090909,0.0454545454545454,0.5909090909090909,0
18,21,0,1.1666666666666667,0.1111111111111111,0.4444444444444444,1
8,3,0,0.375,0.0,0.625,0
21,24,2,1.1428571428571428,0.0952380952380952,0.3809523809523809,1
3,1,0,0.3333333333333333,0.0,0.6666666666666666,0
28,28,1,1.0,0.1071428571428571,0.4285714285714285,1
46,52,6,1.1304347826086956,0.0869565217391304,0.391304347826087,1
5,2,1,0.4,0.0,0.6,0
35,53,0,1.5142857142857142,0.2,0.3428571428571428,1
4,0,0,0.0,0.0,1.0,0
2,0,0,0.0,0.0,1.0,0
24,23,1,0.9583333333333334,0.0416666666666666,0.4166666666666667,1
45,49,4,1.0888888888888888,0.1555555555555555,0.4666666666666667,1
9,5,1,0.5555555555555556,0.0,0.6666666666666666,0
42,35,0,0.8333333333333334,0.0952380952380952,0.5714285714285714,1
34,43,1,1.2647058823529411,0.1764705882352941,0.3823529411764705,1
29,41,5,1.4137931034482758,0.1034482758620689,0.2758620689655172,1
19,32,0,1.6842105263157894,0.2105263157894736,0.2631578947368421,1
1,0,1,0.0,0.0,1.0,0
24,23,2,0.9583333333333334,0.0833333333333333,0.5,1
2,6,0,3.0,0.5,0.0,1
19,28,0,1.4736842105263157,0.2631578947368421,0.4736842105263157,1
11,10,0,0.9090909090909092,0.0909090909090909,0.5454545454545454,1
8,12,0,1.5,0.25,0.5,1
15,14,1,0.9333333333333332,0.1333333333333333,0.5333333333333333,1
5,1,0,0.2,0.0,0.8,0
2,0,0,0.0,0.0,1.0,0
13,24,0,1.8461538461538465,0.2307692307692307,0.1538461538461538,1
20,23,2,1.15,0.2,0.65,1
14,19,2,1.3571428571428572,0.2142857142857142,0.3571428571428571,1
45,47,1,1.0444444444444445,0.0888888888888888,0.3333333333333333,1
21,28,0,1.3333333333333333,0.1428571428571428,0.3333333333333333,1
1,0,0,0.0,0.0,1.0,0
4,1,1,0.25,0.0,0.75,0
25,26,4,1.04,0.08,0.32,1
18,12,3,0.6666666666666666,0.0555555555555555,0.6666666666666666,0
10,7,2,0.7,0.0,0.5,0
14,16,2,1.1428571428571428,0.2142857142857142,0.6428571428571429,1
4,1,1,0.25,0.0,0.75,0
74,77,1,1.0405405405405406,0.1486486486486486,0.5,1
9,12,0,1.3333333333333333,0.1111111111111111,0.3333333333333333,1
6,2,0,0.3333333333333333,0.0,0.8333333333333334,0
32,28,2,0.875,0.03125,0.28125,1
4,1,0,0.25,0.0,0.75,0
60,75,6,1.25,0.15,0.4166666666666667,1
17,22,1,1.2941176470588236,0.2352941176470588,0.5294117647058824,1
12,19,1,1.5833333333333333,0.25,0.3333333333333333,1
12,8,2,0.6666666666666666,0.0,0.4166666666666667,0
4,1,2,0.25,0.0,0.75,0
16,8,2,0.5,0.0625,0.6875,0
64,89,2,1.390625,0.203125,0.375,1
1,0,0,0.0,0.0,1.0,0
4,9,0,2.25,0.25,0.25,1
34,13,1,0.3823529411764705,0.0294117647058823,0.7352941176470589,0
54,74,2,1.3703703703703705,0.1481481481481481,0.2962962962962963,1
6,2,0,0.3333333333333333,0.0,0.8333333333333334,0
10,4,0,0.4,0.0,0.6,0
10,18,1,1.8,0.4,0.4,1
1,1,0,1.0,0.0,0.0,1
8,1,0,0.125,0.0,0.875,0
6,4,1,0.6666666666666666,0.1666666666666666,0.8333333333333334,0
10,10,1,1.0,0.2,0.6,1
20,2,6,0.1,0.0,0.9,0
6,5,2,0.8333333333333334,0.0,0.3333333333333333,1
9,2,0,0.2222222222222222,0.0,0.7777777777777778,0
6,2,0,0.3333333333333333,0.0,0.6666666666666666,0
36,40,3,1.1111111111111112,0.0555555555555555,0.25,1
19,16,1,0.8421052631578947,0.0526315789473684,0.4736842105263157,1
7,8,1,1.1428571428571428,0.1428571428571428,0.5714285714285714,1
10,0,3,0.0,0.0,1.0,0
24,31,1,1.2916666666666667,0.1666666666666666,0.375,1
29,23,0,0.7931034482758621,0.0344827586206896,0.4137931034482758,0
8,10,0,1.25,0.125,0.25,1
44,67,1,1.5227272727272727,0.1818181818181818,0.2954545454545454,1
15,5,9,0.3333333333333333,0.0,0.7333333333333333,0
8,9,0,1.125,0.125,0.25,1
4,4,3,1.0,0.25,0.75,1
16,23,2,1.4375,0.3125,0.5625,1
6,1,1,0.1666666666666666,0.0,0.8333333333333334,0
1,0,0,0.0,0.0,1.0,0
